Area,Room,Parking,Warehouse,Elevator,Address,Address_Type,Price_Dollar
71,2,FALSE,TRUE,TRUE,Jeyhoon,700,54666.67
236,4,TRUE,TRUE,TRUE,Gheitarieh,70,666666.67
67,2,TRUE,TRUE,TRUE,Central Janatabad,36,91666.67
60,1,TRUE,TRUE,TRUE,Punak,31,58333.33
220,3,TRUE,TRUE,TRUE,Heravi,73,513333.33
44,1,TRUE,TRUE,FALSE,Andisheh,6,11666.67
68,1,TRUE,TRUE,TRUE,Heravi,73,137166.67
100,2,TRUE,TRUE,TRUE,Pasdaran,68,266666.67
86,2,TRUE,TRUE,TRUE,Pardis,2,19333.33
84,2,TRUE,TRUE,TRUE,Pardis,2,18666.67
94,2,TRUE,TRUE,TRUE,Heravi,73,160000
113,2,TRUE,TRUE,TRUE,Saadat Abad,9,250000
71,2,TRUE,TRUE,TRUE,Islamshahr,11,21000
70,2,TRUE,TRUE,FALSE,Dehkade Olampic,75,66666.67
200,3,TRUE,TRUE,TRUE,Golestan,66,80000
106,2,TRUE,TRUE,TRUE,Golestan,66,36666.67
320,4,TRUE,TRUE,TRUE,Saadat Abad,9,800000
114,2,TRUE,TRUE,TRUE,West Pars,45,127333.33
100,2,TRUE,TRUE,TRUE,Punak,31,200000
122,2,TRUE,TRUE,TRUE,Saadat Abad,9,193333.33
200,2,TRUE,TRUE,FALSE,Damavand,76,116666.67
154,3,TRUE,TRUE,TRUE,Saadat Abad,9,410000
210,3,TRUE,TRUE,TRUE,Pasdaran,68,525000
200,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,366666.67
65,1,TRUE,TRUE,TRUE,Southern Janatabad,19,100000
124,3,TRUE,TRUE,TRUE,Pirouzi,12,132266.67
83,2,TRUE,TRUE,TRUE,Republic,77,63633.33
270,4,TRUE,TRUE,TRUE,Farmanieh,29,1260000
104,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,190000
150,3,TRUE,TRUE,TRUE,Zaferanieh,78,349666.67
165,3,TRUE,TRUE,TRUE,Gheitarieh,70,410000
135,2,TRUE,TRUE,FALSE,Gheitarieh,70,246666.67
86,2,TRUE,TRUE,TRUE,Saadat Abad,9,206666.67
75,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,78333.33
58,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,61666.67
125,2,TRUE,TRUE,TRUE,Shahrake Gharb,4,716666.67
82,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,79,62866.67
58,2,TRUE,TRUE,TRUE,Shahran,1,73333.33
101,2,TRUE,TRUE,TRUE,Beryanak,63,77433.33
90,2,TRUE,TRUE,TRUE,Niavaran,80,226666.67
180,3,TRUE,TRUE,TRUE,Farmanieh,29,690000
132,3,TRUE,TRUE,TRUE,Gheitarieh,70,208333.33
81,2,TRUE,TRUE,TRUE,Valiasr,81,62100
153,3,TRUE,TRUE,TRUE,Pasdaran,68,433333.33
166,3,TRUE,TRUE,TRUE,Qalandari,82,416666.67
200,3,TRUE,TRUE,TRUE,Pasdaran,68,566666.67
113,2,TRUE,TRUE,TRUE,Pasdaran,68,283333.33
100,2,TRUE,TRUE,TRUE,Valiasr,81,76666.67
80,2,TRUE,TRUE,TRUE,Central Janatabad,36,111666.67
76,2,TRUE,TRUE,TRUE,Jeyhoon,700,66666.67
128,3,TRUE,TRUE,TRUE,Punak,31,190000
210,3,TRUE,TRUE,TRUE,Shahrake Gharb,4,900000
140,2,TRUE,TRUE,TRUE,Shahrake Gharb,4,420000
74,2,TRUE,TRUE,TRUE,Amir Bahador,85,56733.33
75,1,TRUE,TRUE,TRUE,Central Janatabad,36,100000
120,2,TRUE,TRUE,TRUE,Pasdaran,68,250000
120,2,TRUE,TRUE,TRUE,Pasdaran,68,250000
85,2,TRUE,TRUE,TRUE,Ekhtiarieh,86,166666.67
105,2,TRUE,TRUE,TRUE,Pardis,2,23333.33
175,3,TRUE,TRUE,TRUE,Farmanieh,29,520000
170,3,TRUE,TRUE,TRUE,Farmanieh,29,511666.67
58,1,TRUE,TRUE,TRUE,Ekbatan,87,93666.67
75,2,TRUE,TRUE,TRUE,Parand,30,13166.67
160,3,TRUE,TRUE,TRUE,Gheitarieh,70,503333.33
62,1,TRUE,TRUE,TRUE,Shahran,1,61666.67
93,2,TRUE,TRUE,TRUE,Rudhen,44,48333.33
75,2,TRUE,TRUE,TRUE,Islamshahr,11,23833.33
86,2,TRUE,TRUE,FALSE,Islamshahr,11,40000
120,2,TRUE,TRUE,TRUE,Southern Program Organization,43,142000
95,2,TRUE,TRUE,TRUE,Andisheh,6,50000
75,2,TRUE,TRUE,FALSE,East Ferdows Boulevard,37,66666.67
81,2,TRUE,FALSE,TRUE,Pardis,2,19666.67
75,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,91000
106,2,TRUE,TRUE,FALSE,East Ferdows Boulevard,37,105000
115,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,153333.33
100,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,100000
118,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,150000
116,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,170000
76,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,73333.33
74,2,TRUE,TRUE,FALSE,East Ferdows Boulevard,37,76666.67
96,2,TRUE,TRUE,TRUE,Saadat Abad,9,150000
87,2,TRUE,TRUE,TRUE,Pardis,2,20833.33
43,1,TRUE,TRUE,FALSE,Northern Janatabad,41,54000
155,3,TRUE,TRUE,TRUE,Niavaran,80,568333.33
53,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,64000
160,3,TRUE,TRUE,TRUE,Farmanieh,29,586666.67
78,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,75000
230,3,TRUE,TRUE,TRUE,Niavaran,80,843333.33
120,2,TRUE,TRUE,FALSE,Saadat Abad,9,390000
78,2,TRUE,TRUE,TRUE,Southern Janatabad,19,120000
95,2,TRUE,TRUE,TRUE,Southern Janatabad,19,146666.67
170,3,TRUE,TRUE,TRUE,Gheitarieh,70,513333.33
175,3,TRUE,TRUE,TRUE,Shahrake Gharb,4,758333.33
115,3,TRUE,TRUE,TRUE,Punak,31,150000
113,2,TRUE,TRUE,TRUE,Punak,31,143333.33
85,2,TRUE,TRUE,TRUE,Punak,31,112666.67
140,3,TRUE,TRUE,TRUE,Saadat Abad,9,333333.33
90,2,TRUE,TRUE,TRUE,Saadat Abad,9,216666.67
63,1,TRUE,FALSE,FALSE,Punak,31,73333.33
75,2,TRUE,TRUE,TRUE,Central Janatabad,36,107333.33
130,3,TRUE,TRUE,TRUE,Punak,31,208000
91,2,TRUE,TRUE,TRUE,Punak,31,111666.67
121,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,62,121666.67
140,3,TRUE,TRUE,TRUE,Saadat Abad,9,516666.67
126,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,183333.33
450,2,TRUE,TRUE,FALSE,Absard,88,140000
500,2,TRUE,TRUE,FALSE,Absard,88,130000
110,1,TRUE,TRUE,TRUE,Pasdaran,68,220000
145,3,TRUE,TRUE,TRUE,Haft Tir,89,156666.67
81,2,TRUE,TRUE,TRUE,Shahrake Qods,3,27000
64,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,73333.33
112,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,122666.67
192,3,TRUE,TRUE,TRUE,Marzdaran,47,422333.33
164,3,TRUE,TRUE,TRUE,Marzdaran,47,333333.33
135,3,TRUE,TRUE,TRUE,Pasdaran,68,270000
170,3,TRUE,TRUE,TRUE,Mahallati,90,306666.67
130,3,TRUE,TRUE,TRUE,Mahallati,90,173333.33
84,2,TRUE,TRUE,TRUE,Shahran,1,113333.33
82,2,TRUE,TRUE,TRUE,Shahran,1,118333.33
265,3,TRUE,TRUE,TRUE,Farmanieh,29,666666.67
60,1,TRUE,TRUE,TRUE,Southern Janatabad,19,65000
145,3,TRUE,TRUE,TRUE,Pasdaran,68,516666.67
65,1,FALSE,TRUE,TRUE,Southern Janatabad,19,66666.67
60,1,TRUE,TRUE,FALSE,Southern Janatabad,19,76000
63,2,TRUE,TRUE,TRUE,Southern Janatabad,19,66666.67
70,2,TRUE,TRUE,TRUE,Southern Janatabad,19,65000
92,2,TRUE,TRUE,TRUE,Feiz Garden,22,130000
98,2,TRUE,TRUE,TRUE,Pasdaran,68,260000
62,1,TRUE,TRUE,TRUE,Southern Janatabad,19,76000
65,1,TRUE,TRUE,TRUE,Punak,31,96666.67
90,2,TRUE,TRUE,TRUE,Ozgol,91,166666.67
59,2,TRUE,TRUE,TRUE,Southern Janatabad,19,63333.33
63,2,TRUE,TRUE,TRUE,Southern Janatabad,19,66666.67
60,2,TRUE,TRUE,TRUE,Southern Janatabad,19,73333.33
70,2,TRUE,TRUE,TRUE,Southern Janatabad,19,83333.33
60,1,TRUE,TRUE,TRUE,Southern Janatabad,19,73333.33
165,3,TRUE,TRUE,TRUE,Pasdaran,68,350000
135,2,TRUE,TRUE,TRUE,Zaferanieh,78,583333.33
65,1,TRUE,TRUE,TRUE,Southern Janatabad,19,66666.67
60,1,TRUE,TRUE,TRUE,Southern Janatabad,19,75000
60,1,TRUE,TRUE,TRUE,Southern Janatabad,19,75000
86,2,TRUE,TRUE,TRUE,Southern Janatabad,19,120000
109,2,TRUE,TRUE,TRUE,Heravi,73,200000
98,2,TRUE,TRUE,FALSE,Narmak,8,94733.33
80,2,TRUE,TRUE,TRUE,Central Janatabad,36,104000
143,3,TRUE,TRUE,TRUE,Gheitarieh,70,295333.33
95,2,TRUE,TRUE,TRUE,Saadat Abad,9,151666.67
86,2,TRUE,TRUE,TRUE,Punak,31,123333.33
160,3,TRUE,TRUE,TRUE,Gheitarieh,70,333333.33
200,3,TRUE,TRUE,TRUE,Pasdaran,68,552666.67
74,1,TRUE,TRUE,TRUE,Punak,31,108333.33
350,3,TRUE,TRUE,TRUE,Zaferanieh,78,1750000
87,2,TRUE,TRUE,TRUE,Northern Janatabad,41,118333.33
55,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,83000
148,3,TRUE,TRUE,TRUE,Ekhtiarieh,86,280000
55,1,TRUE,FALSE,TRUE,Shahr-e-Ziba,67,67333.33
100,2,TRUE,TRUE,FALSE,Southern Janatabad,19,126666.67
130,3,TRUE,TRUE,TRUE,Central Janatabad,36,176666.67
335,4,TRUE,TRUE,TRUE,Saadat Abad,9,1116666.67
320,4,TRUE,TRUE,TRUE,Saadat Abad,9,1333333.33
192,3,TRUE,TRUE,TRUE,Saadat Abad,9,650000
100,2,TRUE,TRUE,TRUE,Gheitarieh,70,266666.67
148,3,TRUE,TRUE,TRUE,Saadat Abad,9,493333.33
145,2,TRUE,TRUE,TRUE,Shahrake Gharb,4,490000
192,4,TRUE,TRUE,TRUE,Saadat Abad,9,733333.33
235,3,TRUE,TRUE,TRUE,North Program Organization,5,548333.33
225,3,TRUE,TRUE,TRUE,Heravi,73,525000
221,4,TRUE,TRUE,TRUE,Saadat Abad,9,833333.33
312,4,TRUE,TRUE,TRUE,Farmanieh,29,1500000
188,3,TRUE,TRUE,TRUE,Ozgol,91,589066.67
170,2,TRUE,TRUE,TRUE,Farmanieh,29,413333.33
198,3,TRUE,TRUE,TRUE,Farmanieh,29,924000
80,2,TRUE,TRUE,TRUE,North Program Organization,5,103333.33
170,3,TRUE,TRUE,TRUE,Niavaran,80,623333.33
110,2,TRUE,TRUE,TRUE,Tajrish,200,220000
650,2,TRUE,TRUE,FALSE,Absard,88,173333.33
200,3,TRUE,TRUE,TRUE,Saadat Abad,9,400000
101,3,TRUE,TRUE,TRUE,Ekhtiarieh,86,216666.67
104,2,TRUE,TRUE,TRUE,Feiz Garden,22,128333.33
70,2,TRUE,TRUE,TRUE,Northern Janatabad,41,106666.67
76,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,67,85666.67
110,2,TRUE,TRUE,TRUE,Feiz Garden,22,143333.33
160,2,TRUE,TRUE,TRUE,Pasdaran,68,540000
179,3,TRUE,TRUE,TRUE,Dorous,48,460000
256,3,TRUE,TRUE,TRUE,Dorous,48,616666.67
90,2,TRUE,TRUE,TRUE,Feiz Garden,22,128333.33
77,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,85666.67
96,2,TRUE,TRUE,TRUE,Pasdaran,68,186666.67
75,1,TRUE,TRUE,TRUE,Central Janatabad,36,108333.33
79,2,TRUE,TRUE,TRUE,Abazar,92,100000
67,1,TRUE,TRUE,TRUE,Saadat Abad,9,113333.33
125,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,213333.33
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,67,63000
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,67,63000
91,2,TRUE,TRUE,TRUE,Saadat Abad,9,180000
105,2,TRUE,TRUE,TRUE,Parand,30,47250
66,2,TRUE,TRUE,TRUE,Ostad Moein,28,52833.33
86,2,TRUE,TRUE,TRUE,Southern Janatabad,19,109000
72,2,TRUE,TRUE,FALSE,Northern Janatabad,41,79333.33
148,2,TRUE,FALSE,TRUE,Koohsar,93,150000
84,2,TRUE,TRUE,TRUE,Saadat Abad,9,153333.33
128,2,TRUE,TRUE,TRUE,Niavaran,80,426666.67
140,3,TRUE,TRUE,TRUE,Pasdaran,68,393333.33
115,2,TRUE,TRUE,TRUE,Ekhtiarieh,86,246666.67
105,2,TRUE,TRUE,TRUE,Saadat Abad,9,190000
87,2,TRUE,TRUE,TRUE,Pardis,2,21666.67
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,67,63000
60,1,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,62,29166.67
68,1,TRUE,TRUE,TRUE,Southern Program Organization,43,87666.67
103,2,TRUE,TRUE,TRUE,Hekmat,94,309000
140,3,TRUE,TRUE,TRUE,Punak,31,256666.67
257,4,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,62,428333.33
82,2,TRUE,TRUE,TRUE,Punak,31,133933.33
167,3,TRUE,TRUE,TRUE,Punak,31,356266.67
82,2,TRUE,TRUE,TRUE,Sattarkhan,38,136666.67
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,67,63000
70,1,TRUE,TRUE,TRUE,Niavaran,80,186666.67
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,67,63000
64,1,TRUE,TRUE,TRUE,Ekbatan,87,123333.33
85,2,TRUE,TRUE,TRUE,Jeyhoon,700,70000
48,1,FALSE,TRUE,FALSE,Parastar,95,32666.67
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,67,63000
246,3,TRUE,TRUE,TRUE,Ekhtiarieh,86,750000
168,3,TRUE,TRUE,TRUE,Gheitarieh,70,466666.67
280,4,TRUE,TRUE,TRUE,Saadat Abad,9,1283333.33
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,67,63000
84,2,TRUE,TRUE,TRUE,Pardis,2,22666.67
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,67,63000
108,2,TRUE,TRUE,TRUE,Gisha,25,172666.67
62,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,86000
70,2,TRUE,TRUE,TRUE,Southern Janatabad,19,112333.33
180,3,TRUE,TRUE,TRUE,Pasdaran,68,330000
135,3,TRUE,TRUE,TRUE,Abazar,92,216000
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,67,63000
108,2,TRUE,TRUE,TRUE,Farmanieh,29,206666.67
91,2,TRUE,TRUE,TRUE,Ekhtiarieh,86,172666.67
120,2,TRUE,TRUE,TRUE,Gheitarieh,70,296666.67
112,2,TRUE,TRUE,FALSE,Gheitarieh,70,250000
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,67,63000
123,2,TRUE,TRUE,TRUE,Pirouzi,12,135300
69,2,TRUE,TRUE,TRUE,Pirouzi,12,60000
400,5,TRUE,TRUE,FALSE,Lavasan,98,2833333.33
660,5,TRUE,TRUE,FALSE,Lavasan,98,1833333.33
66,1,TRUE,FALSE,TRUE,Pirouzi,12,61666.67
80,2,TRUE,TRUE,TRUE,Ostad Moein,28,71666.67
44,1,TRUE,TRUE,FALSE,Pirouzi,12,29333.33
180,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,312000
164,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,328000
213,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,482800
100,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,113333.33
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,67,63000
300,3,TRUE,TRUE,TRUE,Niavaran,80,1850000
126,3,TRUE,TRUE,TRUE,Ostad Moein,28,100000
85,2,TRUE,TRUE,TRUE,Majidieh,99,83333.33
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,67,63000
57,1,FALSE,TRUE,TRUE,Parastar,95,42333.33
61,1,FALSE,TRUE,FALSE,Shahr-e-Ziba,67,66333.33
79,2,TRUE,TRUE,TRUE,Jeyhoon,700,60566.67
68,1,TRUE,TRUE,TRUE,Pirouzi,12,81666.67
105,2,TRUE,TRUE,TRUE,Pardis,2,33333.33
105,2,TRUE,TRUE,TRUE,Saadat Abad,9,256666.67
160,2,TRUE,TRUE,TRUE,Pardis,2,64333.33
100,2,TRUE,TRUE,TRUE,Pardis,2,19500
125,3,TRUE,TRUE,TRUE,Saadat Abad,9,416666.67
94,2,TRUE,FALSE,TRUE,Pardis,2,33000
